id,preco
"2,33408E+38",4798380304260457.0
"2,71869E+38",1.2921377222437692e+16
"2,34267E+38",2489967863313629.0
"1,35194E+38",6642687569434304.0
"6,53835E+37",5377841252869020.0
"7,63501E+35",6583399795388633.0
"2,63072E+38",9197549947799868.0
"2,51188E+38",4776780748754705.0
"2,54288E+38",7861643859047126.0
"2,8632E+38",8285134426226215.0
"1,81564E+37",5592913887476910.0
"1,324E+38",3886361122907926.0
"1,03484E+38",8286959330326248.0
"3,91227E+36",3469610129771967.5
"2,89443E+38",6637955144062417.0
"7,81076E+37",6407334156721717.0
"3,56306E+37",1.129242550035494e+16
"1,80495E+38",7341439816906100.0
"3,10808E+38",5824563392107193.0
"2,81413E+38",9303758617573338.0
"1,15835E+38",6843063759613416.0
"5,7318E+36",1.151700113637302e+16
"2,56716E+38",9937238513104736.0
"2,87092E+38",9225954784709608.0
"3,42602E+37",4670645626161884.0
"1,29712E+38",6120543386845866.0
"6,38134E+37",5805399286999769.0
"2,33958E+38",9827124480050100.0
"1,38509E+38",7976405071574189.0
"1,71763E+38",9634116721186350.0
"7,12274E+36",6428033803383494.0
"3,29319E+37",7881441771686060.0
"2,30483E+38",1.0450456721193024e+16
"3,15767E+38",5731199446249415.0
"3,01104E+38",9001168455941250.0
"2,27511E+38",5612536933037839.0
"2,28659E+38",4725736686146940.0
"6,80868E+37",9789231843316924.0
"1,69041E+38",5076719997981443.0
"1,49581E+38",6359899973806016.0
"6,62524E+37",6965682760336999.0
"2,6286E+38",6769012955412205.0
"3,1783E+38",5316393889854703.0
"2,48878E+37",5617945447973341.0
"2,30199E+38",8464005186265803.0
"7,4012E+37",7365776008505205.0
"1,44734E+38",1.0657152501331074e+16
"1,42405E+38",4895371139899338.0
"1,73325E+38",5409441306039336.0
"1,55561E+38",1.2235163617963684e+16
"8,60264E+37",6744967701803051.0
"2,29257E+38",6807727417181717.0
"2,49214E+38",6765300742230317.0
"8,34732E+37",7805547277620366.0
"1,8058E+38",7827345393676554.0
"2,5949E+38",9243285616588064.0
"1,20796E+38",7170910236986618.0
"2,41431E+38",5469314232960366.0
"5,30918E+37",7087643585995263.0
"1,71977E+38",6413078075675990.0
"2,01915E+38",8369227765695746.0
"8,40594E+37",5333141860166108.0
"3,28387E+38",7070451476993577.0
"1,71544E+37",1.165770873502965e+16
"1,92E+38",8882780012604414.0
"1,80082E+38",5483626371210806.0
"2,53986E+38",9913079084240454.0
"8,20363E+37",7534892535865299.0
"3,3392E+38",7625642111359200.0
"3,13705E+38",5645008690630432.0
"2,15781E+38",3900603873388879.5
"3,23576E+38",7532540828284774.0
"2,12667E+37",9493516150826862.0
"1,86278E+38",5455635176118154.0
"1,18654E+38",4567865513862852.0
"1,78402E+38",4262488412754107.5
"1,41116E+37",3516844286117618.5
"3,25687E+38",5512619198160559.0
"3,38873E+38",6159419618195030.0
"2,45441E+38",8506726348107847.0
"3,99228E+36",8758788893975508.0
"1,77918E+38",8161656526681211.0
"3,07183E+38",4165604290554163.5
"3,35471E+38",6888993255396647.0
"2,03204E+38",6478732544574903.0
"1,34385E+38",1125969526521064.0
"6,54069E+36",9712612999759472.0
"2,0324E+38",1.0544590169047856e+16
"3,93765E+37",1.1445801931318906e+16
"3,33343E+38",9414209425828572.0
"2,16088E+38",5011226677793886.0
"2,94256E+38",8300133123569626.0
"2,49325E+38",1.0822631350585222e+16
"2,27935E+38",5444953221199625.0
"1,57502E+38",8056424552839846.0
"2,97126E+38",4799404947292668.0
"8,7136E+37",1.2337236044920006e+16
"1,99891E+38",4753131708733820.0
"1,02123E+38",8474428086857857.0
"2,37512E+38",8890075404567319.0
"3,09843E+37",8369223049286415.0
"1,26374E+38",7208425208589688.0
"3,17467E+38",9078163290356718.0
"5,28652E+37",6717548315717212.0
"8,69842E+37",6334086484690472.0
"1,14417E+38",3997373284868263.0
"4,95003E+37",9705500971387490.0
"1,54652E+37",7400753618703492.0
"3,07334E+38",8620051541244093.0
"2,28144E+38",7598623301240325.0
"2,87139E+38",9078286571086724.0
"8,99144E+37",6245016583077271.0
"1,57725E+38",9249850127823072.0
"2,10561E+38",9159167159454848.0
"9,53346E+36",1.0992388638821852e+16
"3,61555E+37",9145287387457698.0
"2,34127E+38",6659706655207917.0
"2,80305E+38",4133183547931701.0
"2,06681E+38",5846194089753116.0
"3,3882E+38",1.045996800974138e+16
"2,0471E+38",1.1255297004561348e+16
"9,08754E+37",5868293754674401.0
"2,75476E+38",1.1138888121189744e+16
"1,35799E+38",7384716103973726.0
"1,64677E+37",7371473925492708.0
"1,54738E+38",6674814789480983.0
"2,75776E+38",9365400330938468.0
"6,04521E+37",7317896220135444.0
"5,5574E+37",6107696547440561.0
"2,53718E+38",6651153783042459.0
"3,14065E+38",6284004297012105.0
"1,8957E+38",7871162309055088.0
"2,38253E+37",5188468017302866.0
"2,02301E+38",8186926117504126.0
"1,0424E+38",7946902975056783.0
"1,18155E+38",7666230090845807.0
"2,55279E+38",7242360100681119.0
"2,05713E+38",5697432722506841.0
"2,71568E+38",4510414410241386.0
"8,35003E+37",4795069402182492.0
"1,99826E+38",1.0176829803637898e+16
"3,55037E+37",7221524407954813.0
"1,36745E+38",1.1491100797780666e+16
"1,46461E+37",1.0257932528716118e+16
"1,75457E+38",8167121699392300.0
"1,71887E+38",6218699714365302.0
"5,5752E+36",6179894479432023.0
"1,11244E+37",1.3193929731895804e+16
"2,78013E+38",5217563491411330.0
"1,27163E+38",5742547022903531.0
"3,02696E+38",5006322657862401.0
"3,39163E+38",6918539391638138.0
"2,5318E+38",7660887033069931.0
"1,07541E+38",5143146023466709.0
"2,02747E+38",7508401538361610.0
"1,98479E+38",8236056359533772.0
"2,86843E+38",1.1253610519779342e+16
"1,43789E+38",7020979255964513.0
"7,82019E+37",7396218897484711.0
"7,15398E+37",1.100500814180452e+16
"1,23838E+38",6584981189841505.0
"1,65334E+38",4565492340731901.0
"1,64848E+38",8491602288588564.0
"1,01135E+38",6348954765469780.0
"1,41374E+38",6109659147901082.0
"5,15014E+37",6007350897388072.0
"3,33099E+38",8319047948840195.0
"8,02344E+37",6433353599798494.0
"2,97673E+38",7896571891476172.0
"2,04725E+38",8664248369058576.0
"1,64733E+38",6120968428209756.0
"6,54454E+37",6545944090782240.0
"1,25195E+38",9981220242565028.0
"2,81258E+38",7648666569901774.0
"7,27602E+37",6083822749942405.0
"1,44585E+38",1.0638480643017262e+16
"1,09409E+38",3768874953251458.5
"6,6976E+37",9902595481899046.0
"1,15854E+38",4235619926060888.5
"2,32721E+38",5225438216234980.0
"3,23041E+38",7416535158361818.0
"1,89571E+38",9713229076801926.0
"2,7883E+38",4363673885086669.0
"3,00984E+38",7920319828084400.0
"1,73248E+38",8963255778788932.0
"1,2904E+38",1.1514746750478028e+16
"1,46454E+38",7164046409264100.0
"1,29593E+38",9793115794646822.0
"5,51787E+37",6415918814730393.0
"1,88552E+38",6741479765897110.0
"6,87388E+37",6540815645113976.0
"1,4365E+38",6319511581751077.0
"2,17143E+38",6140795524963587.0
"2,85858E+38",8066714467582523.0
"1,35308E+38",6846888395539646.0
"2,90335E+36",6032757236631430.0
"2,35485E+38",1.1932524643461078e+16
"2,96017E+38",1.1241492408729052e+16
"2,1293E+38",8075926343837065.0
"4,47921E+37",9724076086122960.0
"2,4968E+38",2899132193046558.0
"1,88132E+38",8541821701523732.0
"2,43258E+38",9830656059969510.0
"2,97502E+38",5651144330909195.0
"2,04841E+37",1.0147765006953446e+16
"2,53948E+38",5191711895501930.0
"9,82006E+37",3799273332301940.0
"1,41228E+37",6540252490118157.0
"2,08598E+38",5602307944350626.0
"2,98476E+38",5227599728399267.0
"2,58879E+36",5405395321418009.0
"9,71263E+36",6698978160840606.0
"4,2967E+37",7806678107166786.0
"3,3181E+38",1.387496673162534e+16
"2,85315E+38",8343918192565408.0
"1,47573E+38",9191980598991148.0
"1,73652E+38",8646285861150316.0
"2,28353E+37",7337721292826997.0
"1,63336E+38",9482373253556528.0
"7,95809E+37",7644850809600541.0
"1,80937E+37",6271291339142211.0
"1,63127E+38",9236779085576238.0
"8,26993E+37",7067797406230886.0
"1,19898E+38",1862756419477671.8
"6,81201E+37",8253312718709810.0
"5,44996E+37",7282565677838377.0
"6,31512E+37",1.2289175513389714e+16
"1,45334E+38",4345787810774163.0
"3,36203E+38",1.0026620502235786e+16
"8,02766E+37",4440796359264510.0
"2,1151E+38",9356286920180486.0
"7,80286E+37",7361909331578323.0
"1,13814E+38",6086670793512014.0
"4,29769E+36",5924141802126285.0
"2,36243E+37",4228837148276570.5
"4,04001E+37",8141312754637594.0
"9,05894E+37",7992042779992791.0
"6,49303E+37",1.292876863929942e+16
"3,19958E+38",5776409672450471.0
"1,85473E+38",7636089870521710.0
"1,9828E+38",6423404055569833.0
"2,91324E+38",9652408173965590.0
"2,52398E+38",7851734643971880.0
"1,61514E+38",5833508334922697.0
"1,33942E+38",6753500978467082.0
"2,36699E+38",1.134326955907922e+16
"2,20897E+38",9189515899597468.0
"1,25219E+38",5984874023201075.0
"2,25236E+38",2718295586003397.0
"1,02867E+38",8385432264092838.0
"3,34672E+38",7776484009136281.0
"2,02239E+38",5265919409267557.0
"2,94826E+38",1.3112961585604884e+16
"1,34054E+38",1.2727911655084458e+16
"6,95661E+37",8480516490297798.0
"1,50522E+38",7327573354979737.0
"7,22508E+37",7185110786796392.0
"1,49744E+38",8607723120731855.0
"9,63372E+37",8803128786788330.0
"1,01203E+38",8139408144722355.0
"3,12483E+37",8516280683111890.0
"2,35397E+37",5032854817688554.0
"1,19322E+38",4507084147081172.0
"1,60148E+38",9420113179779106.0
"1,75024E+38",5378169701920861.0
"2,61524E+38",5532861550258491.0
"1,28976E+38",8091215807990682.0
"2,33049E+38",1.0290503137364636e+16
"1,74511E+38",9495982497133278.0
"2,26726E+38",4757100969069666.0
"3,76525E+37",6263811852456562.0
"2,08215E+38",4377770884470677.5
"2,4105E+38",7798887262849090.0
"3,09355E+38",7615715927650653.0
"2,10729E+38",8114492938968252.0
"2,51084E+38",6422081360671900.0
"3,25887E+37",5657993334649374.0
"1,86179E+38",8672153182150208.0
"2,7857E+37",8650381297609394.0
"3,29445E+38",6008295318653652.0
"6,02857E+37",7205046191803174.0
"2,39905E+38",1.2187713567354078e+16
"2,31651E+38",5270420150993096.0
"3,21483E+38",5846155271619671.0
"9,06219E+37",9965887290562434.0
"2,7664E+38",8705450990810553.0
"3,55996E+37",9408012973890636.0
"2,72428E+38",6373773569379418.0
"1,38274E+37",2549679078893823.5
"2,79109E+38",5657372647046886.0
"3,21479E+38",4108795275852154.5
"1,74227E+38",1.3126520069795802e+16
"1,82866E+38",8228339802140127.0
"1,72438E+38",7858968264057042.0
"2,82031E+38",7079112440825360.0
"8,24285E+37",5817797127889620.0
"6,10241E+37",6307242598869195.0
"9,64338E+37",6361776843328836.0
"3,12463E+37",8834160419516616.0
"2,45585E+38",9418742898146588.0
"2,37395E+38",7683535413642611.0
"3,34096E+38",8122332966162135.0
"3,06267E+38",4674177321469530.0
"2,5186E+38",5612531440137642.0
"2,51654E+38",1.5194522263978184e+16
"2,9162E+38",6697725591073182.0
"3,2708E+38",7243879355627109.0
"2,44422E+38",3747499248460143.5
"1,70463E+38",8053978766119998.0
"2,57989E+38",1.097982939866965e+16
"3,31374E+38",6750259610232813.0
"2,3073E+37",1.0938823458761486e+16
"4,29974E+37",7721808774907515.0
"6,32981E+37",4300746730383865.5
"2,97498E+38",5397313701734463.0
"3,03445E+38",5859239242005529.0
"3,22861E+38",4819799382463491.0
"4,85271E+37",6546534034563847.0
"7,51175E+37",6397105762983558.0
"1,16019E+38",6396523665300682.0
"1,35383E+38",1.2669983521594962e+16
"4,75741E+37",1.1480216968682118e+16
"6,45979E+36",8057463648137931.0
"9,51069E+37",6530763130574512.0
"2,87826E+37",4127028980459821.0
"2,62978E+38",5476129999640413.0
"1,74071E+38",6906195395902960.0
"1,24672E+38",5580467109196022.0
"2,69337E+38",1.4324129738897426e+16
"2,09259E+38",4947957854262535.0
"1,39371E+38",1.192279559789995e+16
"2,89941E+37",3313061439460476.5
"2,93258E+38",7011401742488667.0
"2,72382E+38",6228993604533163.0
"3,07874E+38",5741665958417703.0
"1,14022E+38",1.2785421707569688e+16
"8,5436E+37",1.0798977615100592e+16
"1,0312E+38",9410218351667048.0
"3,14562E+38",7866748683880600.0
"2,39142E+38",9253108911962956.0
"7,6698E+37",6667846894844772.0
"2,64305E+38",1.112902455943671e+16
"1,31552E+38",7951654148986707.0
"1,98837E+38",1.1671321158986676e+16
"1,59709E+38",7791799717350999.0
"2,40436E+38",5566876582970348.0
"2,37164E+37",5501240928858485.0
"2,97199E+38",5134312050130895.0
"1,97441E+38",7690672093525363.0
"1,80746E+38",8038630266286901.0
"1,1999E+38",7352489298406730.0
"6,9458E+36",6178315779031848.0
"6,31047E+37",8697544122088228.0
"2,68014E+38",5521723125368779.0
"8,20193E+36",7836286349259253.0
"2,93424E+38",4872438757386930.0
"1,97527E+38",6036124051329099.0
"2,41005E+38",8272082416890360.0
"2,47539E+38",8048758360483485.0
"2,02615E+38",1.1289776578181452e+16
"2,92922E+38",1.2246350335920574e+16
"1,02147E+38",6556781500015526.0
"2,04595E+38",7521855682876702.0
"1,64466E+38",5757174440279431.0
"3,13502E+38",7187533158402663.0
"2,35769E+38",6358724222956057.0
"5,54824E+37",2517137229388107.5
"2,7451E+38",7477481771022190.0
"2,62354E+38",9411214759906888.0
"2,25179E+38",4638405430142162.0
"2,04835E+38",5067284415053560.0
"1,20968E+38",4429575925730502.5
"6,93845E+37",6230821855032495.0
"1,72354E+38",7059867709941758.0
"9,36644E+37",8869570489892331.0
"3,36962E+38",6531715602080353.0
"2,23211E+38",4989749747465631.0
"1,87613E+38",5950939460969576.0
"2,96797E+38",4605513479869751.0
"2,96694E+38",6805683801406141.0
"6,26689E+37",6174245837658813.0
"5,83136E+36",8825882516741640.0
"2,6352E+38",6354761167068380.0
"9,3913E+37",5095060126313928.0
"1,87792E+38",6539761303780057.0
"7,71937E+37",1.0583069501151094e+16
"9,32449E+37",8222531091086684.0
"4,55543E+37",6925509144982415.0
"1,45628E+38",8466498268741414.0
"2,76147E+38",7653572844792750.0
"1,0181E+38",5679979416796812.0
"3,2365E+38",7308809099241249.0
"2,40863E+38",5990635542144750.0
"1,7326E+38",3873013145970098.5
"2,10906E+38",1.0860593952831884e+16
"1,28124E+38",8747366275781644.0
"5,53311E+37",4500738553142402.0
"4,89247E+37",6896640071594247.0
"9,82245E+37",1.199697581077891e+16
"1,46074E+37",7884004064745839.0
"1,67709E+38",5768191024916798.0
"2,81031E+38",6645638664583097.0
"3,1715E+38",7201616446806231.0
"1,11874E+38",8660443698290252.0
"2,17329E+37",6808361949175417.0
"1,79559E+38",9423290270437352.0
"2,56603E+38",6715027263366514.0
"2,28377E+37",1.0234150047301242e+16
"1,53159E+38",8735625628585649.0
"6,80466E+37",5127275103374146.0
"5,46715E+37",5135215776139108.0
"9,07335E+37",7284932782319823.0
"7,48298E+37",5710855107543865.0
"1,137E+38",6969958083829525.0
"3,09367E+37",9214264217648310.0
"2,86718E+38",8480011545261085.0
"5,30409E+37",8582935351914553.0
"2,27799E+38",5768416242608589.0
"1,05985E+38",9941524709165598.0
"1,36217E+38",8254451946467927.0
"3,13924E+38",6102165300766518.0
"2,56536E+38",6657425182635384.0
"1,61277E+38",9321829676261798.0
"1,93023E+38",6821772794151347.0
"4,51238E+36",3992964984341808.5
"2,41452E+38",1.0348327410661098e+16
"3,33138E+38",6626330334305015.0
"1,22104E+36",5368129049765524.0
"1,7693E+37",6292173745154145.0
"2,33875E+38",5638937858414530.0
"2,94239E+37",9795500132613504.0
"1,23067E+38",6638703787971166.0
"6,75764E+37",6333231321113270.0
"3,36003E+38",6786587553537438.0
"7,09511E+37",8624992901568882.0
"1,51224E+38",4020594110412476.0
"1,46804E+38",8138038097528845.0
"2,54871E+37",7848526654758236.0
"3,06159E+38",1.710961446011311e+16
"2,33292E+38",8606482752504428.0
"1,0365E+38",8856920529142622.0
"2,7042E+38",5046314952343455.0
"1,53144E+38",6683595724665016.0
"2,30243E+38",5767670487661853.0
"3,19099E+38",4667447555999909.0
"1,46493E+38",7106601002974678.0
"1,63251E+38",8247018303958819.0
"2,53009E+37",6901808051120014.0
"5,56332E+37",5399015317760289.0
"4,91994E+37",7473063875819965.0
"2,32358E+38",7300228018447568.0
"1,79483E+38",5899226678664412.0
"2,9373E+37",3903751524521221.0
"1,07535E+38",7469399403635420.0
"1,20572E+38",7531669689920985.0
"7,42116E+36",4285776020089578.5
"2,38932E+38",9879050574269874.0
"2,0274E+38",7621539639104212.0
"1,66893E+37",7250228246092726.0
"1,48012E+38",8804220905617037.0
"1,28134E+38",1.1637935643290824e+16
"1,67571E+38",1.0488041650741012e+16
"1,84011E+38",9140127584193894.0
"1,69465E+38",1.2051957161459514e+16
"1,30362E+38",1.3390291785641804e+16
"3,31939E+38",8213180749450066.0
"8,75695E+37",1.1067745444407726e+16
"2,30771E+38",6196778343248792.0
"2,67367E+38",5473012478159981.0
"1,99926E+38",7005215181479594.0
"2,66969E+38",7619231314970423.0
"1,67826E+38",8088294912214301.0
"1,08079E+38",6852948839196306.0
"9,16841E+36",7731662883023454.0
"2,20379E+38",6655911105484294.0
"8,54098E+37",6905638257832130.0
"1,08316E+38",9244300032578164.0
"1,38179E+38",5918262884315358.0
"1,09449E+38",7602449039752058.0
"4,81017E+37",7270209002404041.0
"2,32801E+38",4748006889608146.0
"1,12834E+38",7393701958689915.0
"9,38482E+36",6089584470297079.0
"3,15098E+38",5455304914883186.0
"3,12988E+38",6861955585093163.0
"2,83651E+38",6860178438359064.0
"1,91707E+38",5619771960888010.0
"1,06127E+38",9607500666885674.0
"2,62258E+38",8973569256443020.0
"2,55899E+38",7365860839804336.0
"1,14164E+38",7579208732050280.0
"3,01846E+38",7415328789646059.0
"9,23991E+37",9293091657110324.0
"1,58805E+38",7488002551835266.0
"3,18699E+38",8656494174869872.0
"2,97114E+38",4917828653270394.0
"2,00475E+38",9803223715151648.0
"2,23365E+38",4238833513769215.5
"3,2426E+38",6004983357320431.0
"3,04251E+38",1.1965287326066706e+16
"8,59377E+37",7889949481359964.0
"1,08989E+38",8030807304755632.0
"4,78488E+37",8295741841054656.0
"2,62531E+38",7570333051723354.0
"8,56559E+37",4565988576555034.0
"2,98185E+38",5740213093957859.0
"9,54088E+37",1.0481769282114978e+16
"1,22922E+38",4772701998132343.0
"6,18358E+36",9623162647351944.0
"2,74289E+38",9253262582188862.0
"3,47268E+37",5751786615731226.0
"8,45865E+37",7391306233799231.0
"1,2072E+38",7798803177854728.0
"1,77428E+38",6373803992376325.0
"1,15727E+38",6576553923275726.0
"3,39529E+38",8845510226572356.0
"1,12279E+38",6434167864854894.0
"1,50656E+38",6914176845473001.0
"2,05141E+38",8232620247180997.0
"1,43223E+38",9286022816221512.0
"2,22242E+38",8295286595306447.0
"1,85476E+38",8840353484288244.0
"2,47943E+37",6919874715316517.0
"1,70387E+38",7591171613074912.0
"8,95993E+37",7752866122357289.0
"1,32628E+38",8509931140456235.0
"2,09256E+38",8142274334426591.0
"2,99146E+38",8834204149640877.0
"9,214E+37",3844301136832369.5
"2,26355E+38",5968055461281946.0
"1,11624E+38",1.10838511319847e+16
"4,62376E+37",1.1388407524273178e+16
"6,16955E+37",7430747900131292.0
"1,17251E+38",6288008082762747.0
"1,62615E+38",7095335181898230.0
"1,82561E+37",5692723522461718.0
"6,26546E+37",7600216702051914.0
"1,34203E+38",8474513341017397.0
"2,14664E+37",6431269381052080.0
"1,97898E+38",9552989491418470.0
"2,18823E+38",6229833756128274.0
"1,92658E+38",5960701443203632.0
"2,23774E+38",7528282449071509.0
"1,52491E+37",1.3955158974642824e+16
"1,30656E+38",7799862094932499.0
"1,66392E+38",9074667151237376.0
"2,80509E+38",5991871882020307.0
"5,02238E+37",1.046409013714402e+16
"4,39258E+37",6614981876813566.0
"3,37502E+38",9006927007307065.0
"2,88295E+38",1.0567918041842428e+16
"2,80534E+38",6104914187610076.0
"2,5812E+38",1.0958943556798392e+16
"9,77283E+36",5789312962494765.0
"6,62201E+37",7814135717054359.0
"1,10727E+38",1.2400922376293228e+16
"3,2746E+38",5238952377581527.0
"1,80902E+38",7319526465860718.0
"1,95646E+38",6287650073273923.0
"1,09843E+37",5557304301863168.0
"7,68851E+37",6780179874740424.0
"5,5137E+37",8493843004859592.0
"7,67618E+37",9276076029485538.0
"2,62778E+38",9816119013849892.0
"1,07836E+38",1.198218044745464e+16
"1,64707E+38",8049675421528566.0
"1,45637E+38",7414450914848724.0
"9,00116E+37",9509004963629772.0
"3,20131E+37",5565205378393628.0
"5,81323E+37",5334905968411639.0
"2,60299E+38",1.1020684661471706e+16
"1,84335E+38",3836713699585240.0
"2,85609E+38",7654909069124756.0
"2,51286E+38",1.0179369517414764e+16
"3,02864E+38",7594868223709083.0
"2,10196E+38",8119777623577816.0
"1,76243E+38",8931399383801819.0
"3,05349E+38",9237140502471462.0
"3,06131E+38",6997216774675239.0
"1,7793E+38",5370523746276701.0
"6,47585E+37",8833050170339773.0
"1,26258E+38",7986831978600565.0
"4,55504E+37",6893984700053331.0
"2,89637E+38",6560322957277883.0
"2,31679E+38",5012391560340482.0
"1,91391E+38",5546445709438761.0
"4,99099E+37",6795869368505482.0
"3,36904E+38",5983113568018920.0
"4,04368E+37",6622807267741579.0
"2,10353E+38",7917267145733653.0
"2,08928E+38",9024970134783074.0
"6,82286E+37",7516783600935983.0
"3,07748E+38",7626164514784284.0
"8,37556E+36",5446270816150607.0
"1,66716E+38",3691052875655793.5
"1,20657E+38",5760576664285033.0
"8,89083E+37",9353379238056920.0
"2,62496E+38",8676314946177934.0
"1,36803E+38",8153838850943322.0
"2,83058E+38",6362887894182219.0
"3,12016E+38",9692097103514536.0
"1,19763E+38",8077310177921006.0
"2,56906E+37",6715642878646887.0
"1,92828E+38",9135897880140144.0
"1,51241E+38",5215879218530313.0
"1,40626E+38",8401861045659577.0
"1,66242E+37",6086560308007098.0
"2,16139E+37",8141870155122228.0
"2,43552E+38",8463958757168136.0
"2,93741E+38",7516695213400381.0
"2,26095E+38",1.1352323264452672e+16
"1,81601E+38",7541341442935120.0
"1,90489E+38",7841923112756177.0
"2,59736E+38",7185125491660851.0
"1,86589E+38",9135141416612438.0
"2,42607E+37",6608861644642748.0
"2,0593E+38",1.5758883842385434e+16
"2,41182E+38",6218906014676693.0
"9,86981E+37",5940295904092077.0
"1,26253E+38",3486878159021603.0
"2,69167E+38",1.0617211043752962e+16
"2,67527E+38",5191794021248773.0
"3,00794E+38",7019112561516338.0
"7,53898E+37",3732673351719435.0
"1,35852E+38",1.0002499607129372e+16
"2,68831E+38",8876517694010453.0
"1,36624E+38",6684989379821301.0
"2,37309E+38",7693745935127574.0
"1,23409E+38",7216407947003688.0
"3,14238E+38",4188660173648576.5
"3,14951E+38",7118168490821032.0
"2,18743E+38",8192526744460071.0
"3,21265E+38",7432554455175045.0
"1,44119E+38",6645129553969824.0
"3,30113E+37",5652181745635731.0
"2,29563E+38",6463679126357924.0
"2,06648E+38",8323891723691184.0
"2,90686E+38",6397930175639567.0
"2,62359E+38",9294114379330594.0
"2,701E+38",4935308310020507.0
"4,55041E+37",9087971056625630.0
"1,16419E+38",8823521107141427.0
"8,91104E+37",1.1549895891615736e+16
"3,33487E+38",9462762750273864.0
"1,4922E+38",8458326314779199.0
"2,49382E+38",1.4965875665536446e+16
"7,38728E+37",8704297958398589.0
"5,36099E+37",4294887576153747.5
"2,25982E+38",6929374487834984.0
"4,2769E+36",9474247978069288.0
"1,1842E+38",6367656202008119.0
"3,01523E+38",6569477002461972.0
"2,1696E+38",7035729442647505.0
"1,23328E+38",4761950099860611.0
"2,38254E+38",8056578704720561.0
"1,03552E+38",6319540767690494.0
"7,65449E+37",5771499261368071.0
"2,40778E+38",4858695854960842.0
"3,2824E+38",3325487741761813.0
"2,28037E+38",8760526041353816.0
"1,5985E+38",5618692874432547.0
"2,21293E+38",6633424604194894.0
"6,03435E+37",5050053597256648.0
"1,89037E+38",5423025447893169.0
"5,76639E+37",5315005296411963.0
"8,12189E+37",5915291657934527.0
"2,85959E+38",4774896862215905.0
"9,23949E+37",6498292419455676.0
"3,00203E+38",1.06915828751818e+16
"1,73649E+38",5802467531267095.0
"2,04605E+37",8062065237100045.0
"3,00263E+38",7351959402175157.0
"3,15203E+38",7027850823730714.0
"8,72352E+37",8938078376649574.0
"1,97003E+38",5514245660050239.0
"1,48129E+37",8719838420110722.0
"6,84359E+37",7045748583587730.0
"6,91045E+37",7969182880936490.0
"3,00467E+37",6668807074946065.0
"2,93384E+38",9001469244170220.0
"1,69531E+38",7298403109863329.0
"2,82959E+38",6645730121931221.0
"1,45715E+38",6728462224811511.0
"2,16184E+38",7000442864278589.0
"1,08419E+38",7095466797645227.0
"2,22565E+38",6572792143149093.0
"2,2749E+38",8318723098122962.0
"4,62399E+37",3706240766630716.5
"3,05262E+37",9324750113801664.0
"6,21898E+37",7441244543544592.0
